res,expres,CODE,EDID,DTD,CVT,RB,DATE,DMTID,STDID,CVTID,VIC,HVIC,AR,HTOT,HRES,HSPD,HSPW,HSPP,SCAN,VRAT,VTOT,VRES,VSPD,VSPW,VSPP,PCLK,|,780C,780C,780C,780D 780E,780D 780E,780D 780E,780C 780D 780E,HDBASETIN1,HDMIIN1,HDMIIN2,HDMIINRX,VGAIN1,HDBASETOUT1,HDMIOUT1
1400x1050@120_CVR,Null,*CVR1412,CVR1412,1,2,1,2005/1/7,2D,Null,Null,0,Null,Null,1560,1400,48,32,+,prog,119.9,1112,1050,3,4,-,207.9995,|,,x,x,,x,x,,,,,,,,
#1440x240p@59_4:3,Null,Null,VIC008a,1,0,0,Null,Null,Null,Null,8,Null,4:03,Null,Null,Null,Null,Null,prog,0,Null,Null,Null,Null,Null,0,|,x,x,x,x,x,x,,,,,,,,
#1440x240p@60_4:3,Null,Null,VIC008b,1,0,0,Null,Null,Null,Null,8,Null,4:03,1716,1440,38,124,-,prog,60.12,262,240,4,3,-,0,|,x,x,x,x,x,x,,,,,,,,
#1440x240p@59_16:9,Null,Null,VIC009a,1,0,0,Null,Null,Null,Null,9,Null,16:09,Null,Null,Null,Null,Null,prog,0,Null,Null,Null,Null,Null,0,|,x,x,x,x,x,x,,,,,,,,
#1440x240p@60_16:9,Null,Null,VIC009b,1,0,0,Null,Null,Null,Null,9,Null,16:09,1716,1440,38,124,-,prog,60.12,262,240,4,3,-,0,|,x,x,x,x,x,x,,,,,,,,
#1440x288p@50,Null,Null,VIC043,1,0,0,Null,Null,Null,Null,43,Null,Null,1728,1440,24,126,-,prog,50.08,312,288,2,3,-,0,|,x,x,x,x,x,x,,,,,,,,
#1440x288p@59_4:3,Null,Null,VIC023a,1,0,0,Null,Null,Null,Null,23,Null,4:03,Null,Null,Null,Null,Null,prog,0,Null,Null,Null,Null,Null,0,|,x,x,x,x,x,x,,,,,,,,
#1440x288p@60_4:3,Null,Null,VIC023b,1,0,0,Null,Null,Null,Null,23,Null,4:03,Null,Null,Null,Null,Null,prog,0,Null,Null,Null,Null,Null,0,|,x,x,x,x,x,x,,,,,,,,
#1440x288p@59_16:9,Null,Null,VIC024a,1,0,0,Null,Null,Null,Null,24,Null,16:09,Null,Null,Null,Null,Null,prog,0,Null,Null,Null,Null,Null,0,|,x,x,x,x,x,x,,,,,,,,
#1440x288p@60_16:9,Null,Null,VIC024b,1,0,0,Null,Null,Null,Null,24,Null,16:09,1728,1440,24,126,-,prog,50.08,312,288,2,3,-,0,|,x,x,x,x,x,x,,,,,,,,
1440x480p@59_4:3,Null,*480p2x59,VIC014a,1,0,0,Null,Null,Null,Null,14,Null,4:03,1716,1440,32,124,-,prog,59.94,525,480,9,6,-,59,|,x,x,x,x,x,x,,,,,,,,
1440x480p@60_4:3,Null,*480p2x60,VIC014b,1,0,0,Null,Null,Null,Null,14,Null,4:03,1716,1440,32,124,-,prog,60,525,480,9,6,-,54.054,|,x,x,x,x,x,x,,,,,,,,
1440x480p@59_16:9,Null,*480p2xS1,VIC015a,1,0,0,Null,Null,Null,Null,15,Null,16:09,1716,1440,32,124,-,prog,59.94,525,480,9,6,-,54,|,x,x,x,x,x,x,,,,,,,,
1440x480p@60_16:9,Null,*480p2xS2,VIC015b,1,0,0,Null,Null,Null,Null,15,Null,16:09,1716,1440,32,124,-,prog,60,525,480,9,6,-,54.054,|,x,x,x,x,x,x,,,,,,,,
1440x576p@50_4:3,Null,*576p2x50,VIC029,1,0,0,Null,Null,Null,Null,29,Null,4:03,1728,1440,24,128,-,prog,50,625,576,5,5,-,54,|,x,x,x,x,x,x,,,,,,,,
1440x576p@50_16:9,Null,*576p2xSH,VIC030,1,0,0,Null,Null,Null,Null,30,Null,16:09,1728,1440,24,128,-,prog,50,625,576,5,5,-,54,|,x,x,x,x,x,x,,,,,,,,
1440x900@60_CVR,Null,*CVR1460D,CVR1460D,1,1,1,10/24/04,2E,Null,C11821,0,Null,Null,1600,1440,48,32,+,prog,59.9,926,900,3,6,-,88.7504,|,x,x,x,x,x,x,,,,,,,,
1440x900@60_CVT,Null,*CVT1460D,CVT1460D,1,1,0,10/24/04,2F,9500,C11828,0,Null,Null,1904,1440,80,152,-,prog,59.89,934,900,3,6,+,106.5002,|,x,x,x,x,x,x,,x,x,x,x,x,x,x
#1440x900@60_DMT,Null,Null,Null,1,0,0,Null,Null,Null,Null,0,Null,Null,Null,1440,Null,Null,Null,Null,0,Null,900,Null,Null,Null,0,|,,,,,,,,,,,,,,
1440x900@75_CVT,Null,*CVT1475D,CVT1475D,1,1,0,10/24/04,30,950F,C11844,0,Null,Null,1936,1440,96,152,-,prog,74.98,942,900,3,6,+,136.7494,|,x,x,x,x,x,x,,x,x,x,x,x,,
#1440x900@75_DMT,Null,Null,Null,1,0,0,Null,Null,Null,Null,0,Null,Null,Null,1440,Null,Null,Null,Null,0,Null,900,Null,Null,Null,0,|,,,,,,,,,,,,,,
1440x900@85_CVT,Null,*CVT1485D,CVT1485D,1,1,0,10/24/04,31,9519,C11868,0,Null,Null,1952,1440,104,152,-,prog,84.85,948,900,3,6,+,156.9994,|,x,x,x,x,x,x,,x,x,x,x,x,,
#1440x900@85_DMT,Null,Null,Null,1,0,0,Null,Null,Null,Null,0,Null,Null,Null,1440,Null,Null,Null,Null,0,Null,900,Null,Null,Null,0,|,,,,,,,,,,,,,,
1440x900@120_CVR,Null,*CVR1412D,CVR1412D,1,2,1,2005/1/7,32,Null,Null,0,Null,Null,1600,1440,48,32,+,prog,119.85,953,900,3,6,-,182.7504,|,,x,x,,x,x,,,,,,,,
1440x960@72,Null,1440x960_72Hz,1440x960,1,0,0,Null,Null,Null,Null,0,Null,Null,1792,1440,40,152,-,prog,72,1000,960,1,3,-,0,|,x,x,x,x,x,x,,,,,,,,
1536x960@50_CVT,Null,*CVT1550D,CVT1550D,1,0,0,Null,Null,Null,Null,0,Null,Null,2016,1536,80,160,-,prog,49.93,991,960,3,6,+,99.75,|,x,x,x,x,x,x,,,,,,,,
1536x960@60_CVR,Null,*CVR1560D,CVR1560D,1,0,0,Null,Null,Null,Null,0,Null,Null,1696,1536,48,32,+,prog,59.98,988,960,3,6,-,100.5,|,x,x,x,x,x,x,,,,,,,,
1536x960@60_CVT,Null,*CVT1560D,CVT1560D,1,0,0,Null,Null,Null,Null,0,Null,Null,2032,1536,88,160,-,prog,59.91,996,960,3,6,+,121.25,|,x,x,x,x,x,x,,,,,,,,
1536x960@75_CVT,Null,*CVT1575D,CVT1575D,1,0,0,Null,Null,Null,Null,0,Null,Null,2064,1536,104,160,-,prog,74.84,1005,960,3,6,+,155.25,|,x,x,x,x,x,x,,,,,,,,
1536x960@85_CVT,Null,*CVT1585D,CVT1585D,1,0,0,Null,Null,Null,Null,0,Null,Null,2080,1536,112,160,-,prog,84.88,1011,960,3,6,+,178.5,|,,x,x,,x,x,,,,,,,,
1600x900@60_DMR,Null,*DMR1660H,DMR1660H,1,0,0,Null,Null,Null,Null,0,Null,Null,1800,1600,24,80,+,prog,60,1000,900,1,3,+,108,|,x,x,x,x,x,x,,,,,,,,
1600x1000@50_CVT,Null,*CVT1650_,CVT1650_,1,0,0,Null,Null,Null,Null,0,Null,Null,2096,1600,88,160,-,prog,49.929,1032,1000,3,6,+,108.0006,|,x,x,x,x,x,x,,,,,,,,
1600x1000@60_CVR,Null,*CVR1660_,CVR1660_,1,0,0,Null,Null,Null,Null,0,Null,Null,1760,1600,48,32,+,prog,59.911,1029,1000,3,6,-,108.5005,|,x,x,x,x,x,x,,,,,,,,
1600x1000@60_CVT,Null,*CVT1660_,CVT1660_,1,0,0,Null,Null,Null,Null,0,Null,Null,2128,1600,96,168,-,prog,59.873,1038,1000,3,6,+,132.2509,|,x,x,x,x,x,x,,,,,,,,
1600x1000@75_CVT,Null,*CVT1675_,CVT1675_,1,0,0,Null,Null,Null,Null,0,Null,Null,2160,1600,112,168,-,prog,74.839,1047,1000,3,6,+,169.249,|,,x,x,,x,x,,,,,,,,
1600x1000@85_CVT,Null,*CVT1685_,CVT1685_,1,0,0,Null,Null,Null,Null,0,Null,Null,2176,1600,120,168,-,prog,84.885,1053,1000,3,6,+,194.4996,|,,x,x,,x,x,,,,,,,,
1600x1024@60,Null,1600x1024_60Hz,1600x102,1,0,0,Null,Null,Null,Null,0,Null,Null,2144,1600,110,168,-,prog,60,1060,1024,1,3,-,135,|,x,x,x,x,x,x,,,,,,,,
1600x1200@48_DMT,1600x600,*DMT1648,DMT1648,1,0,0,Null,Null,Null,Null,0,Null,Null,2160,1600,48,192,+,int,48.04,1301,1200,1,3,+,135,|,x,x,x,x,x,x,,,,,,,,
1600x1200@50_CVT,Null,CVT1650,CVT1650,1,0,0,Null,Null,Null,Null,0,Null,Null,2128,1600,96,168,-,prog,49.92,1238,1200,3,4,+,131.5,|,x,x,x,x,x,x,,,,,,,,
1600x1200@60_CVR,Null,*CVR1660,CVR1660,1,0,0,Null,Null,Null,Null,0,Null,Null,1760,1600,48,32,+,prog,59.92,1235,1200,3,4,-,130.25,|,x,x,x,x,x,x,,,,,,,,
1600x1200@60_CVT,Null,*CVT1660,CVT1660,1,0,0,Null,Null,Null,Null,0,Null,Null,2160,1600,112,168,-,prog,59.87,1245,1200,3,4,+,161,|,,x,x,,x,x,,,,,,,,
1600x1200@60_DMT,Null,DMT1660,DMT1660,1,0,0,12/18/96,33,A940,Null,0,Null,Null,2160,1600,64,192,+,prog,60,1250,1200,1,3,+,162,|,,x,x,,x,x,,x,x,x,x,x,x,x
1600x1200@65_DMT,Null,DMT1665,DMT1665,1,0,0,12/18/96,34,A945,Null,0,Null,Null,2160,1600,64,192,+,prog,65,1250,1200,1,3,+,175.5,|,,x,x,,x,x,,,,,,,,
1600x1200@70_DMT,Null,DMT1670,DMT1670,1,0,0,12/18/96,35,A94A,Null,0,Null,Null,2160,1600,64,192,+,prog,70,1250,1200,1,3,+,189,|,,x,x,,x,x,,,,,,,,
1600x1200@75_CVT,Null,*CVT1675,CVT1675,1,0,0,Null,Null,Null,Null,0,Null,Null,2176,1600,120,168,-,prog,74.98,1255,1200,3,4,+,204.75,|,,x,x,,x,x,,,,,,,,
1600x1200@75_DMT,Null,DMT1675,DMT1675,1,0,0,12/18/96,36,A94F,Null,0,Null,Null,2160,1600,64,192,+,prog,75,1250,1200,1,3,+,202.5,|,,x,x,,x,x,,,,,,,,
1600x1200@80_DMT,Null,*DMT1680,DMT1680,1,0,0,Null,Null,Null,Null,0,Null,Null,2160,1600,64,192,+,prog,80,1250,1200,1,3,+,216,|,,x,x,,x,x,,,,,,,,
1600x1200@85_CVT,Null,*CVT1685,CVT1685,1,0,0,Null,Null,Null,Null,0,Null,Null,2192,1600,128,168,-,prog,84.95,1262,1200,3,4,+,235,|,,x,x,,x,x,,,,,,,,
1600x1200@85_DMT,Null,DMT1685,DMT1685,1,0,0,12/18/96,37,A959,Null,0,Null,Null,2160,1600,64,192,+,prog,85,1250,1200,1,3,+,229.5,|,,x,x,,x,x,,,,,,,,
1600x1200@120_CVR,Null,*CVR1612,CVR1612,1,2,1,2005/1/7,38,Null,Null,0,Null,Null,1760,1600,48,32,+,prog,119.92,1271,1200,3,4,-,268.2504,|,,x,x,,x,x,,,,,,,,
1680x720p@23,Null,720p23B,Null,0,0,0,Null,Null,Null,Null,79,Null,Null,3300,1680,1360,40,+,prog,23.98,750,720,5,5,+,59.3407,|,x,x,x,x,x,x,,,,,,,,
1680x720p@24,Null,720p24B,VIC079b,0,0,0,Null,Null,Null,Null,79,Null,Null,3300,1680,1360,40,+,prog,24,750,720,5,5,+,59.4,|,x,x,x,x,x,x,,,,,,,,
1680x720p@25,Null,720p25B,VIC080,0,0,0,Null,Null,Null,Null,80,Null,Null,3168,1680,1228,40,+,prog,25,750,720,5,5,+,59.4,|,x,x,x,x,x,x,,,,,,,,
1680x720p@29,Null,720p29B,VIC081a,1,0,0,Null,Null,Null,Null,81,Null,Null,2640,1680,700,40,+,prog,29.97,750,720,5,5,+,59.3407,|,x,x,x,x,x,x,,,,,,,,
1680x720p@30,Null,720p30B,VIC081b,1,0,0,Null,Null,Null,Null,81,Null,Null,2640,1680,700,40,+,prog,30,750,720,5,5,+,59.4,|,x,x,x,x,x,x,,,,,,,,
1680x720p@50,Null,720p50B,VIC082,1,0,0,Null,Null,Null,Null,82,Null,Null,2200,1680,260,40,+,prog,50,750,720,5,5,+,82.5,|,x,x,x,x,x,x,,,,,,,,
1680x720p@59,Null,720p59B,VIC083a,1,0,0,Null,Null,Null,Null,83,Null,Null,2200,1680,260,40,+,prog,59.94,750,720,5,5,+,98.9011,|,x,x,x,x,x,x,,,,,,,,
1680x720p@60,Null,720p60B,VIC083b,1,0,0,Null,Null,Null,Null,83,Null,Null,2200,1680,260,40,+,prog,60,750,720,5,5,+,99,|,x,x,x,x,x,x,,,,,,,,
1680x720p@100,Null,720p100B,VIC084,1,0,0,Null,Null,Null,Null,84,Null,Null,2000,1680,60,40,+,prog,100,825,720,5,5,+,165,|,,x,x,,x,x,,,,,,,,
1680x720p@119,Null,720p119B,VIC085a,1,0,0,Null,Null,Null,Null,85,Null,Null,2000,1680,60,40,+,prog,119.88,825,720,5,5,+,197.8022,|,,x,x,,x,x,,,,,,,,
1680x720p@120,Null,720p120B,VIC085b,1,0,0,Null,Null,Null,Null,85,Null,Null,2000,1680,60,40,+,prog,120,825,720,5,5,+,198,|,,x,x,,x,x,,,,,,,,
1680x1050@50_CVT,Null,*CVT1650D,CVT1650D,1,0,0,Null,Null,Null,Null,0,Null,Null,2208,1680,88,176,-,prog,49.97,1083,1050,3,6,+,119.5,|,x,x,x,x,x,x,,,,,,,,
1680x1050@60_CVR,Null,*CVR1660D,CVR1660D,1,1,1,10/24/04,39,Null,0C2821,0,Null,Null,1840,1680,48,32,+,prog,59.88,1080,1050,3,6,-,119,|,x,x,x,x,x,x,,,,,,,,
1680x1050@60_CVT,Null,CVT1660D,CVT1660D,1,1,0,10/24/04,3A,B300,0C2828,0,Null,Null,2240,1680,104,176,-,prog,59.95,1089,1050,3,6,+,146.25,|,x,x,x,x,x,x,,x,x,x,x,x,x,x
1680x1050@75_CVT,Null,*CVT1675D,CVT1675D,1,1,0,10/24/04,3B,B30F,0C2844,0,Null,Null,2272,1680,120,176,-,prog,74.89,1099,1050,3,6,+,187,|,,x,x,,x,x,,,,,,,,
1680x1050@85_CVT,Null,*CVT1685D,CVT1685D,1,1,0,10/24/04,3C,B319,0C2868,0,Null,Null,2288,1680,128,176,-,prog,84.94,1105,1050,3,6,+,214.75,|,,x,x,,x,x,,,,,,,,
1680x1050@120_CVR,Null,*CVR1612D,CVR1612D,1,2,1,2005/1/7,3D,Null,Null,0,Null,Null,1840,1680,48,32,+,prog,119.99,1112,1050,3,6,-,245.5002,|,,x,x,,x,x,,,,,,,,
1704x960@50_CVT,Null,*CVT1750H,CVT1750H,1,0,0,Null,Null,Null,Null,0,Null,Null,2232,1704,88,176,-,prog,49.96,991,960,3,5,+,110.5,|,x,x,x,x,x,x,,,,,,,,
1704x960@60_CVR,Null,*CVR1760H,CVR1760H,1,0,0,Null,Null,Null,Null,0,Null,Null,1864,1704,48,32,+,prog,59.87,988,960,3,5,-,110.25,|,x,x,x,x,x,x,,,,,,,,
1704x960@60_CVT,Null,*CVT1760H,CVT1760H,1,0,0,Null,Null,Null,Null,0,Null,Null,2264,1704,104,176,-,prog,59.98,996,960,3,5,+,135.25,|,x,x,x,x,x,x,,,,,,,,
1704x960@75_CVT,Null,*CVT1775H,CVT1775H,1,0,0,Null,Null,Null,Null,0,Null,Null,2296,1704,120,176,-,prog,74.87,1005,960,3,5,+,172.75,|,,x,x,,x,x,,,,,,,,
1704x960@85_CVT,Null,*CVT1785H,CVT1785H,1,0,0,Null,Null,Null,Null,0,Null,Null,2312,1704,120,184,-,prog,84.92,1011,960,3,5,+,198.5,|,,x,x,,x,x,,,,,,,,
1728x1080@50_CVT,Null,*CVT1750D,CVT1750D,1,0,0,Null,Null,Null,Null,0,Null,Null,2288,1728,104,176,-,prog,49.93,1114,1080,3,6,+,127.25,|,x,x,x,x,x,x,,,,,,,,
1728x1080@60_CVR,Null,*CVR1760D,CVR1760D,1,0,0,Null,Null,Null,Null,0,Null,Null,1888,1728,48,32,+,prog,59.95,1111,1080,3,6,-,125.75,|,x,x,x,x,x,x,,,,,,,,
1728x1080@60_CVT,Null,*CVT1760D,CVT1760D,1,0,0,Null,Null,Null,Null,0,Null,Null,2320,1728,112,184,-,prog,59.94,1120,1080,3,6,+,155.75,|,x,x,x,x,x,x,,,,,,,,
1728x1080@75_CVT,Null,*CVT1775D,CVT1775D,1,0,0,Null,Null,Null,Null,0,Null,Null,2336,1728,120,184,-,prog,74.91,1130,1080,3,6,+,197.75,|,,x,x,,x,x,,,,,,,,
1728x1080@85_CVT,Null,*CVT1785D,CVT1785D,1,0,0,Null,Null,Null,Null,0,Null,Null,2352,1728,128,184,-,prog,84.88,1137,1080,3,6,+,227,|,,x,x,,x,x,,,,,,,,
1792x1344@60_DMT,Null,DMT1760,DMT1760,1,0,0,09/17/98,3E,C140,Null,0,Null,Null,2448,1792,128,200,-,prog,60,1394,1344,1,3,+,204.75,|,,x,x,,x,x,,,,,,,,
1792x1344@75_DMT,Null,DMT1775,DMT1775,1,0,0,09/17/98,3F,C14F,Null,0,Null,Null,2456,1792,96,216,-,prog,75,1417,1344,1,3,+,261,|,,x,x,,x,x,,,,,,,,
1792x1344@120_DMT,Null,Null,Null,1,2,1,2005/1/7,40,Null,Null,0,Null,Null,1952,1792,48,32,+,prog,119.97,1423,1344,3,4,-,333.25,|,,,,,,,,,,,,,,
1800x1350@50_CVT,Null,*CVT1850,CVT1850,1,0,0,Null,Null,Null,Null,0,Null,Null,2408,1800,112,192,-,prog,49.97,1392,1350,3,4,+,167.5005,|,,x,x,,x,x,,,,,,,,
1800x1350@60_CVR,Null,*CVR1860,CVR1860,1,0,0,Null,Null,Null,Null,0,Null,Null,1960,1800,48,32,+,prog,59.97,1389,1350,3,4,-,163.2504,|,,x,x,,x,x,,,,,,,,
1800x1350@60_CVT,Null,*CVT1860,CVT1860,1,0,0,Null,Null,Null,Null,0,Null,Null,2440,1800,128,192,-,prog,59.94,1400,1350,3,4,+,204.7502,|,,x,x,,x,x,,,,,,,,
1800x1350@75_CVT,Null,*CVT1875,CVT1875,1,0,0,Null,Null,Null,Null,0,Null,Null,2456,1800,136,192,-,prog,74.9,1412,1350,3,4,+,259.749,|,,x,x,,x,x,,,,,,,,
1800x1350@85_CVT,Null,*CVT1885,CVT1885,1,0,0,Null,Null,Null,Null,0,Null,Null,2472,1800,144,192,-,prog,84.89,1420,1350,3,4,+,297.9996,|,,x,x,,x,x,,,,,,,,
1856x1392@60_DMT,Null,DMT1860,DMT1860,1,0,0,09/17/98,41,C940,Null,0,Null,Null,2528,1856,96,224,-,prog,60,1439,1392,1,3,+,218.25,|,,x,x,,x,x,,,,,,,,
1856x1392@75_DMT,Null,DMT1875,DMT1875,1,0,0,09/17/98,42,C94F,Null,0,Null,Null,2560,1856,128,224,-,prog,75,1500,1392,1,3,+,288,|,,x,x,,x,x,,,,,,,,
1856x1392@120_DMT,Null,Null,Null,1,2,1,2005/1/7,43,Null,Null,0,Null,Null,2016,1856,48,32,+,prog,75,1474,1392,3,4,-,356.5,|,,,,,x,x,,,,,,,,
1920x1035i@29,1920x517,1035i29,1035i29,1,0,0,Null,Null,Null,Null,0,Null,Null,2200,1920,88,44,+,int,59.94,562,517,5,5,+,74.1758,|,x,x,x,x,x,x,,,,,,,,
1920x1035i@30,1920x517,1035i30,1035i30,1,0,0,Null,Null,Null,Null,0,Null,Null,2200,1920,88,44,+,int,60,562,517,5,5,+,74.25,|,x,x,x,x,x,x,,,,,,,,
1920x1080@50_CVT,Null,*CVT1950H,CVT1950H,1,0,0,Null,Null,Null,Null,0,Null,Null,2544,1920,112,200,-,prog,49.93,1114,1080,3,5,+,141.5,|,x,x,x,x,x,x,,,,,,,,
1920x1080@60_CVR,Null,CVR1960H,CVR1960H,1,0,0,Null,Null,Null,Null,0,Null,Null,2080,1920,48,32,+,prog,59.93,1111,1080,3,5,-,138.5,|,x,x,x,x,x,x,,,,,,,x,x
1920x1080@60_CVT,Null,*CVT1960H,CVT1960H,1,0,0,Null,Null,Null,Null,0,Null,Null,2576,1920,128,200,-,prog,59.96,1120,1080,3,5,+,173,|,,x,x,,x,x,,x,x,x,x,x,,
1920x1080i@25_20,1920x540,1080i25,VIC020,1,0,0,Null,Null,Null,Null,20,Null,16:09,2640,1920,528,44,+,int,50,562,1080,2,5,+,74.25,|,x,x,x,x,x,x,,,,,,,,
1920x1080i@25_39,1920x540,*108Oi25_,VIC039,1,0,0,Null,Null,Null,Null,39,Null,16:09,2304,1920,32,168,+,int,49.95,625,1080,23,5,-,72,|,x,x,x,x,x,x,,,,,,,,
1920x1080i@29,1920x540,1080i29,VIC005a,1,0,0,Null,Null,Null,Null,5,Null,16:09,2200,1920,88,44,+,int,59.93,562,540,2,5,+,74.1758,|,x,x,x,x,x,x,,,,,,,,
1920x1080i@30,1920x540,1080i30,VIC005b,1,0,0,Null,Null,Null,Null,5,Null,16:09,2200,1920,88,44,+,int,60,562,540,2,5,+,74.25,|,x,x,x,x,x,x,,,,,,,,
1920x1080i@50,1920x540,1080i50,VIC040,1,0,0,Null,Null,Null,Null,40,Null,16:09,2640,1920,528,44,+,int,100,562,540,2,5,+,148.5,|,x,x,x,x,x,x,,x,x,x,x,x,,
1920x1080i@59,1920x540,1080i59,VIC046a,1,0,0,Null,Null,Null,Null,46,Null,16:09,2200,1920,88,44,+,int,119.88,562,540,2,5,+,148.3517,|,x,x,x,x,x,x,,,,,,,,
1920x1080i@60,1920x540,1080i60,VIC046b,1,0,0,Null,Null,Null,Null,46,Null,16:09,2200,1920,88,44,+,int,120,562,540,2,5,+,148.5,|,x,x,x,x,x,x,,x,x,x,x,x,,
1920x1080p@23_16:9,Null,1080p23,VIC032a,1,0,0,Null,Null,Null,Null,32,Null,16:09,2750,1920,638,44,+,prog,23.98,1125,1080,4,5,+,74.1758,|,x,x,x,x,x,x,,,,,,,,
1920x1080p@24_16:9,Null,1080p24,VIC032b,1,0,0,Null,Null,Null,Null,32,Null,16:09,2750,1920,638,44,+,prog,24,1125,1080,4,5,+,74.25,|,x,x,x,x,x,x,,,,,,,,
1920x1080p@25_16:9,Null,1080p25,VIC033,1,0,0,Null,Null,Null,Null,33,Null,16:09,2640,1920,528,44,+,prog,25,1125,1080,4,5,+,74.25,|,x,x,x,x,x,x,,x,x,x,x,x,,
1920x1080p@29_16:9,Null,1080p29,VIC034a,1,0,0,Null,Null,Null,Null,34,Null,16:09,2200,1920,88,44,+,prog,29.97,1125,1080,4,5,+,74.1758,|,x,x,x,x,x,x,,,,,,,,
1920x1080p@30_16:9,Null,1080p30,VIC034b,1,0,0,Null,Null,Null,Null,34,Null,16:09,2200,1920,88,44,+,prog,30,1125,1080,4,5,+,74.25,|,x,x,x,x,x,x,,x,x,x,x,x,,
1920x1080p@50_16:9,Null,1080p50,VIC031,1,0,0,Null,Null,Null,Null,31,Null,16:09,2640,1920,528,44,+,prog,50,1125,1080,4,5,+,148.5,|,x,x,x,x,x,x,,x,x,x,x,x,x,x
1920x1080p@59_16:9,Null,1080p59,VIC016a,1,0,0,Null,Null,Null,Null,16,Null,16:09,2200,1920,88,44,+,prog,59.94,1125,1080,4,5,+,148.3517,|,x,x,x,x,x,x,,,,,,,,
1920x1080p@60_16:9,Null,1080p60,VIC016b,1,0,0,Null,Null,Null,Null,16,Null,16:09,2200,1920,88,44,+,prog,60,1125,1080,4,5,+,148.5,|,x,x,x,x,x,x,,x,x,x,x,x,x,x
1920x1080p@100_16:9,Null,1080p100,VIC064,1,0,0,Null,Null,Null,Null,64,Null,16:09,2640,1920,528,44,+,prog,100,1125,1080,4,5,+,297,|,,x,x,,x,x,,,,,,,,
1920x1080p@119_16:9,Null,1080p119,VIC063a,1,0,0,Null,Null,Null,Null,63,Null,16:09,2200,1920,88,44,+,prog,119.88,1125,1080,4,5,+,296.7033,|,,x,x,,x,x,,,,,,,,
1920x1080p@120_16:9,Null,1080p120,VIC063b,1,0,0,Null,Null,Null,Null,63,Null,16:09,2200,1920,88,44,+,prog,120,1125,1080,4,5,+,297,|,,x,x,,x,x,,,,,,,,
1920x1080p@23_64:27,Null,1080p23SB,VIC072a,1,0,0,Null,Null,Null,Null,72,Null,Null,2750,1920,638,44,+,prog,23.98,1125,1080,4,5,+,74.1758,|,x,x,x,x,x,x,,,,,,,,
1920x1080p@24_64:27,Null,1080p24SB,VIC072b,1,0,0,Null,Null,Null,Null,72,Null,Null,2750,1920,638,44,+,prog,24,1125,1080,4,5,+,74.25,|,x,x,x,x,x,x,,,,,,,,
1920x1080p@25_64:27,Null,1080p25SB,VIC073,1,0,0,Null,Null,Null,Null,73,Null,Null,2640,1920,528,44,+,prog,25,1125,1080,4,5,+,74.25,|,x,x,x,x,x,x,,,,,,,,
1920x1080p@29_64:27,Null,1080p29SB,VIC074a,1,0,0,Null,Null,Null,Null,74,Null,Null,2200,1920,88,44,+,prog,29.97,1125,1080,4,5,+,74.1758,|,x,x,x,x,x,x,,,,,,,,
1920x1080p@30_64:27,Null,1080p30SB,VIC074b,1,0,0,Null,Null,Null,Null,74,Null,Null,2200,1920,88,44,+,prog,30,1125,1080,4,5,+,74.25,|,x,x,x,x,x,x,,,,,,,,
1920x1080p@50_64:27,Null,1080p50SB,VIC075,1,0,0,Null,Null,Null,Null,75,Null,Null,2640,1920,528,44,+,prog,50,1125,1080,4,5,+,148.5,|,x,x,x,x,x,x,,,,,,,,
1920x1080p@59_64:27,Null,1080p59SB,VIC076a,1,0,0,Null,Null,Null,Null,76,Null,Null,2200,1920,88,44,+,prog,59.94,1125,1080,4,5,+,148.3517,|,x,x,x,x,x,x,,,,,,,,
1920x1080p@60_64:27,Null,1080p60SB,VIC076b,1,0,0,Null,Null,Null,Null,76,Null,Null,2200,1920,88,44,+,prog,60,1125,1080,4,5,+,148.5,|,x,x,x,x,x,x,,,,,,,,
1920x1080p@100_64:27,Null,1080p100SB,VIC077,1,0,0,Null,Null,Null,Null,77,Null,Null,2640,1920,528,44,+,prog,100,1125,1080,4,5,+,297,|,,x,x,,x,x,,,,,,,,
1920x1080p@119_64:27,Null,1080p119SB,VIC078a,1,0,0,Null,Null,Null,Null,78,Null,Null,2200,1920,88,44,+,prog,119.88,1125,1080,4,5,+,296.7033,|,,x,x,,x,x,,,,,,,,
1920x1080p@120_64:27,Null,1080p120SB,VIC078b,1,0,0,Null,Null,Null,Null,78,Null,Null,2200,1920,88,44,+,prog,120,1125,1080,4,5,+,297,|,,x,x,,x,x,,,,,,,,
1920x1080s@23,Null,1080s23,Null,1,0,0,Null,Null,Null,Null,0,Null,Null,2200,1920,88,44,+,prog,23.98,1125,1080,4,5,+,74.1758,|,,,,,,,x,,,,,,,
1920x1080s@24,Null,1080s24,Null,1,0,0,Null,Null,Null,Null,0,Null,Null,2200,1920,88,44,+,prog,24,1125,1080,4,5,+,74.25,|,,,,,,,x,,,,,,,
1920x1080s@25,Null,1080s25,Null,1,0,0,Null,Null,Null,Null,0,Null,Null,2200,1920,88,44,+,prog,25,1125,1080,4,5,+,0,|,,,,,,,x,,,,,,,
1920x1080s@29,Null,1080s29,Null,1,0,0,Null,Null,Null,Null,0,Null,Null,2200,1920,88,44,+,prog,29.97,1125,1080,4,5,+,0,|,,,,,,,x,,,,,,,
1920x1080s@30,Null,1080s30,Null,1,0,0,Null,Null,Null,Null,0,Null,Null,2200,1920,88,44,+,prog,30,1125,1080,4,5,+,0,|,,,,,,,x,,,,,,,
